order_id,customer_id,order_date,payment_method,order_status
89,526,2023-01-04 16:00:00,credit_card,placed
90,422,2023-01-04 17:00:00,debit_card,placed
91,23,2023-01-04 18:00:00,credit_card,shipped
92,575,2023-01-04 19:00:00,gift_card,delivered
93,143,2023-01-04 20:00:00,credit_card,returned
94,145,2023-01-04 21:00:00,credit_card,shipped
95,225,2023-01-04 22:00:00,paypal,placed
96,503,2023-01-04 23:00:00,debit_card,shipped
97,104,2023-01-05 00:00:00,gift_card,cancelled
98,39,2023-01-05 01:00:00,debit_card,placed
99,198,2023-01-05 02:00:00,gift_card,returned
100,579,2023-01-05 03:00:00,credit_card,placed
101,391,2023-01-05 04:00:00,paypal,returned
102,179,2023-01-05 05:00:00,paypal,returned
103,554,2023-01-05 06:00:00,debit_card,delivered
104,448,2023-01-05 07:00:00,paypal,delivered
105,500,2023-01-05 08:00:00,debit_card,shipped
106,15,2023-01-05 09:00:00,debit_card,shipped
107,289,2023-01-05 10:00:00,gift_card,returned
108,478,2023-01-05 11:00:00,debit_card,placed
109,231,2023-01-05 12:00:00,gift_card,cancelled
110,420,2023-01-05 13:00:00,paypal,cancelled
111,157,2023-01-05 14:00:00,debit_card,placed
112,550,2023-01-05 15:00:00,debit_card,placed
113,441,2023-01-05 16:00:00,credit_card,delivered
114,97,2023-01-05 17:00:00,debit_card,cancelled
115,411,2023-01-05 18:00:00,debit_card,returned
116,289,2023-01-05 19:00:00,credit_card,shipped
117,254,2023-01-05 20:00:00,credit_card,delivered
118,196,2023-01-05 21:00:00,paypal,cancelled
119,598,2023-01-05 22:00:00,debit_card,placed
120,522,2023-01-05 23:00:00,paypal,cancelled
121,517,2023-01-06 00:00:00,paypal,returned
122,118,2023-01-06 01:00:00,credit_card,delivered
123,159,2023-01-06 02:00:00,gift_card,placed
124,228,2023-01-06 03:00:00,paypal,returned
125,216,2023-01-06 04:00:00,gift_card,shipped
126,15,2023-01-06 05:00:00,debit_card,delivered
127,157,2023-01-06 06:00:00,credit_card,returned
128,261,2023-01-06 07:00:00,debit_card,returned
129,157,2023-01-06 08:00:00,debit_card,placed
130,47,2023-01-06 09:00:00,credit_card,shipped
131,324,2023-01-06 10:00:00,debit_card,returned
132,130,2023-01-06 11:00:00,credit_card,delivered
133,411,2023-01-06 12:00:00,gift_card,returned
134,95,2023-01-06 13:00:00,debit_card,cancelled
135,292,2023-01-06 14:00:00,credit_card,delivered
136,283,2023-01-06 15:00:00,paypal,delivered
137,69,2023-01-06 16:00:00,debit_card,returned
138,11,2023-01-06 17:00:00,gift_card,placed
139,254,2023-01-06 18:00:00,credit_card,delivered
140,550,2023-01-06 19:00:00,debit_card,cancelled
141,134,2023-01-06 20:00:00,debit_card,placed
142,23,2023-01-06 21:00:00,debit_card,placed
143,346,2023-01-06 22:00:00,gift_card,placed
144,302,2023-01-06 23:00:00,credit_card,delivered
145,363,2023-01-07 00:00:00,paypal,placed
146,396,2023-01-07 01:00:00,paypal,returned
147,218,2023-01-07 02:00:00,paypal,placed
148,141,2023-01-07 03:00:00,credit_card,cancelled
149,210,2023-01-07 04:00:00,paypal,shipped
150,460,2023-01-07 05:00:00,gift_card,cancelled
151,356,2023-01-07 06:00:00,credit_card,delivered
152,324,2023-01-07 07:00:00,debit_card,placed
153,133,2023-01-07 08:00:00,gift_card,placed
154,127,2023-01-07 09:00:00,debit_card,returned
155,106,2023-01-07 10:00:00,paypal,placed
156,378,2023-01-07 11:00:00,gift_card,cancelled
157,51,2023-01-07 12:00:00,credit_card,delivered
158,29,2023-01-07 13:00:00,gift_card,shipped
159,462,2023-01-07 14:00:00,debit_card,placed
160,296,2023-01-07 15:00:00,credit_card,shipped
161,297,2023-01-07 16:00:00,gift_card,placed
162,407,2023-01-07 17:00:00,gift_card,delivered
163,405,2023-01-07 18:00:00,gift_card,cancelled
164,346,2023-01-07 19:00:00,gift_card,delivered
165,420,2023-01-07 20:00:00,credit_card,shipped
166,182,2023-01-07 21:00:00,debit_card,placed
167,1,2023-01-07 22:00:00,gift_card,shipped
168,567,2023-01-07 23:00:00,credit_card,cancelled
169,371,2023-01-08 00:00:00,debit_card,delivered
170,431,2023-01-08 01:00:00,gift_card,shipped
171,309,2023-01-08 02:00:00,debit_card,shipped
172,137,2023-01-08 03:00:00,debit_card,cancelled
173,202,2023-01-08 04:00:00,credit_card,placed
174,436,2023-01-08 05:00:00,debit_card,shipped
175,313,2023-01-08 06:00:00,credit_card,cancelled
176,117,2023-01-08 07:00:00,gift_card,placed
177,575,2023-01-08 08:00:00,debit_card,placed
178,244,2023-01-08 09:00:00,debit_card,delivered
179,537,2023-01-08 10:00:00,paypal,cancelled
180,75,2023-01-08 11:00:00,gift_card,placed
181,386,2023-01-08 12:00:00,gift_card,delivered
182,210,2023-01-08 13:00:00,paypal,returned
183,475,2023-01-08 14:00:00,paypal,cancelled
184,418,2023-01-08 15:00:00,credit_card,returned
185,347,2023-01-08 16:00:00,credit_card,placed
186,529,2023-01-08 17:00:00,debit_card,cancelled
187,179,2023-01-08 18:00:00,debit_card,delivered
188,182,2023-01-08 19:00:00,debit_card,placed
189,25,2023-01-08 20:00:00,debit_card,cancelled
190,180,2023-01-08 21:00:00,credit_card,cancelled
191,501,2023-01-08 22:00:00,gift_card,returned
192,161,2023-01-08 23:00:00,debit_card,placed
193,177,2023-01-09 00:00:00,gift_card,delivered
194,285,2023-01-09 01:00:00,debit_card,delivered
195,63,2023-01-09 02:00:00,paypal,placed
196,156,2023-01-09 03:00:00,debit_card,placed
197,469,2023-01-09 04:00:00,debit_card,shipped
198,49,2023-01-09 05:00:00,debit_card,returned
199,84,2023-01-09 06:00:00,credit_card,placed
200,361,2023-01-09 07:00:00,paypal,placed
201,148,2023-01-09 08:00:00,debit_card,shipped
202,342,2023-01-09 09:00:00,debit_card,shipped
203,476,2023-01-09 10:00:00,gift_card,cancelled
204,63,2023-01-09 11:00:00,paypal,delivered
205,360,2023-01-09 12:00:00,debit_card,returned
206,561,2023-01-09 13:00:00,gift_card,cancelled
207,327,2023-01-09 14:00:00,gift_card,placed
208,141,2023-01-09 15:00:00,credit_card,shipped
209,215,2023-01-09 16:00:00,gift_card,delivered
210,435,2023-01-09 17:00:00,debit_card,cancelled
211,318,2023-01-09 18:00:00,credit_card,delivered
212,32,2023-01-09 19:00:00,credit_card,shipped
213,285,2023-01-09 20:00:00,debit_card,cancelled
214,305,2023-01-09 21:00:00,paypal,cancelled
215,429,2023-01-09 22:00:00,gift_card,delivered
216,477,2023-01-09 23:00:00,credit_card,shipped
217,286,2023-01-10 00:00:00,paypal,placed
218,144,2023-01-10 01:00:00,debit_card,cancelled
219,424,2023-01-10 02:00:00,gift_card,placed
220,19,2023-01-10 03:00:00,gift_card,shipped
221,18,2023-01-10 04:00:00,credit_card,cancelled
222,590,2023-01-10 05:00:00,gift_card,cancelled
223,371,2023-01-10 06:00:00,gift_card,placed
224,175,2023-01-10 07:00:00,gift_card,returned
225,194,2023-01-10 08:00:00,gift_card,placed
226,502,2023-01-10 09:00:00,debit_card,placed
227,113,2023-01-10 10:00:00,paypal,returned
228,114,2023-01-10 11:00:00,debit_card,shipped
229,222,2023-01-10 12:00:00,debit_card,shipped
230,264,2023-01-10 13:00:00,credit_card,cancelled
231,55,2023-01-10 14:00:00,gift_card,delivered
232,458,2023-01-10 15:00:00,debit_card,delivered
233,162,2023-01-10 16:00:00,gift_card,cancelled
234,380,2023-01-10 17:00:00,debit_card,delivered
235,87,2023-01-10 18:00:00,debit_card,placed
236,55,2023-01-10 19:00:00,credit_card,placed
237,476,2023-01-10 20:00:00,paypal,returned
238,178,2023-01-10 21:00:00,paypal,returned
239,391,2023-01-10 22:00:00,debit_card,cancelled
240,349,2023-01-10 23:00:00,credit_card,cancelled
241,8,2023-01-11 00:00:00,gift_card,cancelled
242,313,2023-01-11 01:00:00,gift_card,placed
243,443,2023-01-11 02:00:00,debit_card,delivered
244,328,2023-01-11 03:00:00,paypal,cancelled
245,54,2023-01-11 04:00:00,credit_card,cancelled
246,239,2023-01-11 05:00:00,paypal,placed
247,229,2023-01-11 06:00:00,gift_card,placed
248,579,2023-01-11 07:00:00,paypal,placed
249,51,2023-01-11 08:00:00,gift_card,delivered
250,264,2023-01-11 09:00:00,credit_card,cancelled
251,418,2023-01-11 10:00:00,credit_card,shipped
252,96,2023-01-11 11:00:00,debit_card,shipped
253,88,2023-01-11 12:00:00,debit_card,cancelled
254,78,2023-01-11 13:00:00,paypal,cancelled
255,288,2023-01-11 14:00:00,credit_card,cancelled
256,120,2023-01-11 15:00:00,credit_card,cancelled
257,491,2023-01-11 16:00:00,debit_card,delivered
258,452,2023-01-11 17:00:00,gift_card,shipped
259,500,2023-01-11 18:00:00,paypal,returned
260,165,2023-01-11 19:00:00,paypal,shipped
261,182,2023-01-11 20:00:00,debit_card,shipped
262,469,2023-01-11 21:00:00,credit_card,placed
263,7,2023-01-11 22:00:00,debit_card,cancelled
264,330,2023-01-11 23:00:00,debit_card,cancelled
265,151,2023-01-12 00:00:00,debit_card,cancelled
266,85,2023-01-12 01:00:00,debit_card,placed
267,147,2023-01-12 02:00:00,gift_card,delivered
268,381,2023-01-12 03:00:00,gift_card,delivered
269,548,2023-01-12 04:00:00,credit_card,returned
270,285,2023-01-12 05:00:00,debit_card,delivered
271,82,2023-01-12 06:00:00,gift_card,delivered
272,514,2023-01-12 07:00:00,credit_card,cancelled
273,523,2023-01-12 08:00:00,debit_card,shipped
274,386,2023-01-12 09:00:00,paypal,delivered
275,471,2023-01-12 10:00:00,gift_card,delivered
276,119,2023-01-12 11:00:00,credit_card,placed
277,396,2023-01-12 12:00:00,paypal,returned
278,532,2023-01-12 13:00:00,debit_card,placed
279,261,2023-01-12 14:00:00,debit_card,cancelled
280,256,2023-01-12 15:00:00,debit_card,shipped
281,226,2023-01-12 16:00:00,gift_card,returned
282,53,2023-01-12 17:00:00,credit_card,placed
283,500,2023-01-12 18:00:00,paypal,delivered
284,506,2023-01-12 19:00:00,credit_card,delivered
285,364,2023-01-12 20:00:00,gift_card,returned
286,280,2023-01-12 21:00:00,credit_card,delivered
287,593,2023-01-12 22:00:00,gift_card,placed
288,158,2023-01-12 23:00:00,debit_card,placed
289,59,2023-01-13 00:00:00,paypal,delivered
290,128,2023-01-13 01:00:00,debit_card,delivered
291,115,2023-01-13 02:00:00,credit_card,cancelled
292,209,2023-01-13 03:00:00,debit_card,shipped
293,526,2023-01-13 04:00:00,paypal,returned
294,521,2023-01-13 05:00:00,debit_card,placed
295,552,2023-01-13 06:00:00,paypal,returned
296,237,2023-01-13 07:00:00,paypal,cancelled
297,281,2023-01-13 08:00:00,debit_card,placed
298,359,2023-01-13 09:00:00,gift_card,cancelled
299,201,2023-01-13 10:00:00,credit_card,cancelled
300,278,2023-01-13 11:00:00,gift_card,delivered
301,235,2023-01-13 12:00:00,gift_card,returned
302,494,2023-01-13 13:00:00,debit_card,returned
303,4,2023-01-13 14:00:00,credit_card,delivered
304,442,2023-01-13 15:00:00,credit_card,returned
305,29,2023-01-13 16:00:00,gift_card,delivered
306,109,2023-01-13 17:00:00,debit_card,placed
307,75,2023-01-13 18:00:00,credit_card,cancelled
308,146,2023-01-13 19:00:00,gift_card,cancelled
309,128,2023-01-13 20:00:00,credit_card,returned
310,42,2023-01-13 21:00:00,debit_card,shipped
311,356,2023-01-13 22:00:00,debit_card,cancelled
312,41,2023-01-13 23:00:00,debit_card,delivered
313,34,2023-01-14 00:00:00,credit_card,shipped
314,17,2023-01-14 01:00:00,paypal,shipped
315,153,2023-01-14 02:00:00,credit_card,cancelled
316,378,2023-01-14 03:00:00,paypal,cancelled
317,588,2023-01-14 04:00:00,debit_card,cancelled
318,599,2023-01-14 05:00:00,gift_card,delivered
319,342,2023-01-14 06:00:00,paypal,shipped
320,27,2023-01-14 07:00:00,debit_card,returned
321,287,2023-01-14 08:00:00,debit_card,delivered
322,168,2023-01-14 09:00:00,paypal,placed
323,268,2023-01-14 10:00:00,gift_card,cancelled
324,455,2023-01-14 11:00:00,debit_card,shipped
325,401,2023-01-14 12:00:00,paypal,delivered
326,476,2023-01-14 13:00:00,gift_card,placed
327,558,2023-01-14 14:00:00,gift_card,delivered
328,576,2023-01-14 15:00:00,debit_card,delivered
329,130,2023-01-14 16:00:00,credit_card,returned
330,363,2023-01-14 17:00:00,credit_card,returned
331,292,2023-01-14 18:00:00,debit_card,delivered
332,371,2023-01-14 19:00:00,gift_card,placed
333,29,2023-01-14 20:00:00,debit_card,shipped
334,149,2023-01-14 21:00:00,paypal,shipped
335,296,2023-01-14 22:00:00,credit_card,cancelled
336,11,2023-01-14 23:00:00,paypal,cancelled
337,512,2023-01-15 00:00:00,debit_card,shipped
338,113,2023-01-15 01:00:00,debit_card,delivered
339,187,2023-01-15 02:00:00,gift_card,delivered
340,227,2023-01-15 03:00:00,gift_card,returned
341,310,2023-01-15 04:00:00,gift_card,returned
342,98,2023-01-15 05:00:00,paypal,cancelled
343,55,2023-01-15 06:00:00,gift_card,shipped
344,406,2023-01-15 07:00:00,debit_card,delivered
345,69,2023-01-15 08:00:00,gift_card,shipped
346,312,2023-01-15 09:00:00,credit_card,placed
347,289,2023-01-15 10:00:00,gift_card,shipped
348,548,2023-01-15 11:00:00,paypal,placed
349,148,2023-01-15 12:00:00,credit_card,returned
350,467,2023-01-15 13:00:00,credit_card,returned
351,244,2023-01-15 14:00:00,credit_card,cancelled
352,491,2023-01-15 15:00:00,paypal,shipped
353,507,2023-01-15 16:00:00,debit_card,shipped
354,365,2023-01-15 17:00:00,gift_card,placed
355,482,2023-01-15 18:00:00,credit_card,returned
356,201,2023-01-15 19:00:00,credit_card,placed
357,154,2023-01-15 20:00:00,credit_card,returned
358,450,2023-01-15 21:00:00,debit_card,placed
359,501,2023-01-15 22:00:00,debit_card,returned
360,73,2023-01-15 23:00:00,paypal,placed
361,296,2023-01-16 00:00:00,debit_card,returned
362,17,2023-01-16 01:00:00,gift_card,placed
363,217,2023-01-16 02:00:00,paypal,shipped
364,61,2023-01-16 03:00:00,paypal,cancelled
365,42,2023-01-16 04:00:00,gift_card,placed
366,25,2023-01-16 05:00:00,gift_card,cancelled
367,39,2023-01-16 06:00:00,gift_card,shipped
368,131,2023-01-16 07:00:00,paypal,shipped
369,498,2023-01-16 08:00:00,paypal,returned
370,229,2023-01-16 09:00:00,paypal,cancelled
371,108,2023-01-16 10:00:00,gift_card,delivered
372,172,2023-01-16 11:00:00,gift_card,returned
373,435,2023-01-16 12:00:00,credit_card,cancelled
374,478,2023-01-16 13:00:00,debit_card,placed
375,102,2023-01-16 14:00:00,credit_card,placed
376,524,2023-01-16 15:00:00,gift_card,shipped
377,275,2023-01-16 16:00:00,paypal,delivered
378,44,2023-01-16 17:00:00,gift_card,placed
379,17,2023-01-16 18:00:00,debit_card,cancelled
380,330,2023-01-16 19:00:00,credit_card,cancelled
381,569,2023-01-16 20:00:00,credit_card,placed
382,497,2023-01-16 21:00:00,paypal,cancelled
383,12,2023-01-16 22:00:00,credit_card,cancelled
384,318,2023-01-16 23:00:00,credit_card,shipped
385,592,2023-01-17 00:00:00,gift_card,delivered
386,216,2023-01-17 01:00:00,credit_card,shipped
387,339,2023-01-17 02:00:00,credit_card,delivered
388,81,2023-01-17 03:00:00,credit_card,cancelled
389,485,2023-01-17 04:00:00,paypal,delivered
390,374,2023-01-17 05:00:00,paypal,cancelled
391,200,2023-01-17 06:00:00,gift_card,cancelled
392,537,2023-01-17 07:00:00,credit_card,shipped
393,466,2023-01-17 08:00:00,paypal,shipped
394,89,2023-01-17 09:00:00,paypal,returned
395,268,2023-01-17 10:00:00,gift_card,placed
396,571,2023-01-17 11:00:00,debit_card,returned
397,489,2023-01-17 12:00:00,credit_card,returned
398,538,2023-01-17 13:00:00,paypal,delivered
399,47,2023-01-17 14:00:00,gift_card,cancelled
400,288,2023-01-17 15:00:00,gift_card,cancelled
401,16,2023-01-17 16:00:00,gift_card,cancelled
402,401,2023-01-17 17:00:00,paypal,placed
403,86,2023-01-17 18:00:00,credit_card,delivered
404,250,2023-01-17 19:00:00,debit_card,delivered
405,391,2023-01-17 20:00:00,credit_card,cancelled
406,335,2023-01-17 21:00:00,gift_card,returned
407,519,2023-01-17 22:00:00,gift_card,placed
408,137,2023-01-17 23:00:00,debit_card,returned
409,498,2023-01-18 00:00:00,credit_card,shipped
410,477,2023-01-18 01:00:00,gift_card,delivered
411,594,2023-01-18 02:00:00,gift_card,delivered
412,223,2023-01-18 03:00:00,credit_card,returned
413,372,2023-01-18 04:00:00,gift_card,placed
414,402,2023-01-18 05:00:00,credit_card,delivered
415,443,2023-01-18 06:00:00,gift_card,returned
416,490,2023-01-18 07:00:00,credit_card,placed
417,273,2023-01-18 08:00:00,debit_card,returned
418,526,2023-01-18 09:00:00,gift_card,placed
419,159,2023-01-18 10:00:00,debit_card,cancelled
420,152,2023-01-18 11:00:00,gift_card,placed
421,188,2023-01-18 12:00:00,gift_card,shipped
422,98,2023-01-18 13:00:00,paypal,cancelled
423,131,2023-01-18 14:00:00,credit_card,returned
424,171,2023-01-18 15:00:00,debit_card,cancelled
425,183,2023-01-18 16:00:00,debit_card,cancelled
426,364,2023-01-18 17:00:00,debit_card,returned
427,39,2023-01-18 18:00:00,credit_card,returned
428,527,2023-01-18 19:00:00,paypal,shipped
429,497,2023-01-18 20:00:00,debit_card,returned
430,516,2023-01-18 21:00:00,credit_card,delivered
431,349,2023-01-18 22:00:00,gift_card,delivered
432,397,2023-01-18 23:00:00,debit_card,shipped
433,161,2023-01-19 00:00:00,debit_card,placed
434,16,2023-01-19 01:00:00,paypal,placed
435,493,2023-01-19 02:00:00,debit_card,delivered
436,426,2023-01-19 03:00:00,debit_card,returned
437,108,2023-01-19 04:00:00,gift_card,shipped
438,450,2023-01-19 05:00:00,credit_card,placed
439,311,2023-01-19 06:00:00,credit_card,placed
440,170,2023-01-19 07:00:00,paypal,cancelled
441,546,2023-01-19 08:00:00,gift_card,delivered
442,414,2023-01-19 09:00:00,credit_card,returned
443,251,2023-01-19 10:00:00,gift_card,shipped
444,141,2023-01-19 11:00:00,credit_card,placed
445,274,2023-01-19 12:00:00,gift_card,cancelled
446,416,2023-01-19 13:00:00,paypal,delivered
447,39,2023-01-19 14:00:00,debit_card,delivered
448,29,2023-01-19 15:00:00,paypal,shipped
449,477,2023-01-19 16:00:00,credit_card,placed
450,318,2023-01-19 17:00:00,paypal,shipped
451,245,2023-01-19 18:00:00,debit_card,shipped
452,272,2023-01-19 19:00:00,paypal,cancelled
453,440,2023-01-19 20:00:00,credit_card,delivered
454,239,2023-01-19 21:00:00,credit_card,returned
455,377,2023-01-19 22:00:00,paypal,delivered
456,266,2023-01-19 23:00:00,debit_card,delivered
457,359,2023-01-20 00:00:00,paypal,cancelled
458,340,2023-01-20 01:00:00,debit_card,returned
459,389,2023-01-20 02:00:00,gift_card,placed
460,577,2023-01-20 03:00:00,debit_card,returned
461,3,2023-01-20 04:00:00,gift_card,placed
462,429,2023-01-20 05:00:00,paypal,returned
463,142,2023-01-20 06:00:00,debit_card,shipped
464,376,2023-01-20 07:00:00,gift_card,returned
465,324,2023-01-20 08:00:00,gift_card,cancelled
466,146,2023-01-20 09:00:00,gift_card,placed
467,293,2023-01-20 10:00:00,credit_card,delivered
468,432,2023-01-20 11:00:00,paypal,cancelled
469,585,2023-01-20 12:00:00,gift_card,placed
470,399,2023-01-20 13:00:00,debit_card,placed
471,344,2023-01-20 14:00:00,gift_card,delivered
472,140,2023-01-20 15:00:00,credit_card,shipped
473,187,2023-01-20 16:00:00,paypal,cancelled
474,61,2023-01-20 17:00:00,credit_card,delivered
475,380,2023-01-20 18:00:00,credit_card,delivered
476,440,2023-01-20 19:00:00,credit_card,shipped
477,319,2023-01-20 20:00:00,debit_card,cancelled
478,302,2023-01-20 21:00:00,paypal,delivered
479,344,2023-01-20 22:00:00,paypal,shipped
480,11,2023-01-20 23:00:00,debit_card,cancelled
481,62,2023-01-21 00:00:00,paypal,returned
482,226,2023-01-21 01:00:00,credit_card,placed
483,153,2023-01-21 02:00:00,paypal,shipped
484,564,2023-01-21 03:00:00,debit_card,placed
485,571,2023-01-21 04:00:00,credit_card,returned
486,584,2023-01-21 05:00:00,debit_card,delivered
487,575,2023-01-21 06:00:00,gift_card,delivered
488,310,2023-01-21 07:00:00,credit_card,cancelled
489,243,2023-01-21 08:00:00,credit_card,shipped
490,493,2023-01-21 09:00:00,paypal,shipped
491,366,2023-01-21 10:00:00,credit_card,cancelled
492,330,2023-01-21 11:00:00,debit_card,placed
493,107,2023-01-21 12:00:00,paypal,delivered
494,226,2023-01-21 13:00:00,gift_card,delivered
495,218,2023-01-21 14:00:00,debit_card,shipped
496,506,2023-01-21 15:00:00,gift_card,shipped
497,259,2023-01-21 16:00:00,gift_card,cancelled
498,517,2023-01-21 17:00:00,gift_card,returned
499,54,2023-01-21 18:00:00,credit_card,placed
500,47,2023-01-21 19:00:00,debit_card,returned
501,521,2023-01-21 20:00:00,debit_card,returned
502,99,2023-01-21 21:00:00,credit_card,shipped
503,20,2023-01-21 22:00:00,paypal,shipped
504,573,2023-01-21 23:00:00,gift_card,shipped
505,490,2023-01-22 00:00:00,debit_card,returned
506,419,2023-01-22 01:00:00,credit_card,placed
507,62,2023-01-22 02:00:00,gift_card,shipped
508,145,2023-01-22 03:00:00,paypal,delivered
509,216,2023-01-22 04:00:00,paypal,placed
510,3,2023-01-22 05:00:00,gift_card,delivered
511,160,2023-01-22 06:00:00,paypal,placed
512,120,2023-01-22 07:00:00,debit_card,shipped
513,89,2023-01-22 08:00:00,debit_card,cancelled
514,329,2023-01-22 09:00:00,debit_card,shipped
515,580,2023-01-22 10:00:00,paypal,returned
516,357,2023-01-22 11:00:00,debit_card,returned
517,267,2023-01-22 12:00:00,credit_card,placed
518,323,2023-01-22 13:00:00,debit_card,returned
519,541,2023-01-22 14:00:00,debit_card,shipped
520,195,2023-01-22 15:00:00,paypal,delivered
521,332,2023-01-22 16:00:00,debit_card,shipped
522,170,2023-01-22 17:00:00,gift_card,placed
523,521,2023-01-22 18:00:00,credit_card,returned
524,463,2023-01-22 19:00:00,paypal,delivered
525,40,2023-01-22 20:00:00,credit_card,cancelled
526,537,2023-01-22 21:00:00,gift_card,delivered
527,261,2023-01-22 22:00:00,paypal,delivered
528,395,2023-01-22 23:00:00,paypal,shipped
529,226,2023-01-23 00:00:00,debit_card,cancelled
530,124,2023-01-23 01:00:00,credit_card,placed
531,38,2023-01-23 02:00:00,gift_card,placed
532,328,2023-01-23 03:00:00,gift_card,delivered
533,251,2023-01-23 04:00:00,paypal,delivered
534,176,2023-01-23 05:00:00,debit_card,returned
535,454,2023-01-23 06:00:00,paypal,cancelled
536,37,2023-01-23 07:00:00,paypal,delivered
537,316,2023-01-23 08:00:00,paypal,returned
538,593,2023-01-23 09:00:00,paypal,cancelled
539,114,2023-01-23 10:00:00,gift_card,placed
540,40,2023-01-23 11:00:00,gift_card,returned
541,301,2023-01-23 12:00:00,paypal,cancelled
542,224,2023-01-23 13:00:00,paypal,returned
543,318,2023-01-23 14:00:00,debit_card,delivered
544,349,2023-01-23 15:00:00,paypal,shipped
545,115,2023-01-23 16:00:00,gift_card,placed
