order_item_id,order_id,product_id,quantity,price,discount_amount
187,849,53,5,196.8,6.65
188,4993,119,1,238.25,8.85
189,4128,121,3,169.0,7.96
190,1928,56,3,213.72,25.45
191,2166,87,4,122.17,19.24
192,4287,76,3,9.95,28.2
193,2122,200,1,247.66,2.73
194,4719,181,2,19.41,1.56
195,2919,85,1,52.23,20.29
196,4682,85,1,17.85,8.0
197,473,160,2,158.11,20.38
198,1788,81,1,147.89,21.7
199,114,182,3,56.37,9.13
200,1337,165,4,239.38,28.58
201,339,8,4,228.8,23.24
202,2286,11,1,73.55,11.02
203,1197,182,2,166.42,12.36
204,79,188,5,214.53,21.48
205,4560,138,1,93.15,9.12
206,2653,198,1,67.13,8.86
207,4658,115,5,67.77,18.75
208,4381,81,4,206.01,4.04
209,4319,87,4,118.45,29.8
210,2641,42,5,180.26,8.62
211,1257,37,2,164.32,11.48
212,828,92,1,80.03,6.73
213,2719,186,3,55.98,19.3
214,4924,85,4,35.82,1.81
215,2811,59,4,10.85,27.83
216,3386,152,4,24.91,9.12
217,1966,156,2,67.78,27.82
218,2428,37,5,179.83,7.61
219,2842,21,2,42.96,15.41
220,614,161,4,133.23,20.86
221,563,130,1,65.06,18.38
222,4827,83,4,130.39,15.37
223,4353,156,1,188.75,23.66
224,185,143,1,70.17,14.11
225,2193,1,4,90.24,10.0
226,4066,107,4,182.14,21.56
227,246,28,1,138.85,28.12
228,4087,50,2,28.17,18.04
229,2235,35,2,190.75,8.39
230,866,156,2,72.97,22.88
231,2088,137,3,99.34,22.86
232,601,152,1,65.07,8.01
233,3034,191,3,138.12,11.54
234,2057,132,3,178.4,4.23
235,2132,184,1,201.79,2.39
236,533,41,3,230.92,24.22
237,2043,67,1,93.01,11.18
238,358,48,5,233.49,8.44
239,378,86,5,156.15,7.68
240,2220,58,1,100.45,2.24
241,4489,39,1,222.39,29.55
242,4798,25,1,147.01,11.01
243,3308,60,2,116.3,4.93
244,2597,117,1,7.82,25.92
245,784,86,4,180.79,21.69
246,2380,114,5,23.95,19.88
247,3604,175,5,75.9,8.92
248,983,189,1,240.62,12.46
249,3943,84,5,43.03,25.23
250,2591,155,1,81.39,19.2
251,1043,124,1,233.42,10.37
252,2539,111,5,87.73,3.28
253,862,42,5,85.53,27.01
254,1877,52,4,163.75,28.67
255,1836,48,3,37.18,21.56
256,4209,32,4,243.32,20.74
257,3527,152,4,72.38,16.13
258,1686,131,5,197.49,29.15
259,3402,118,4,75.47,20.82
260,1623,155,5,72.47,2.3
261,4958,168,2,19.09,2.75
262,2658,23,1,34.23,28.91
263,1933,135,3,132.88,28.3
264,508,127,2,146.33,16.74
265,4562,37,1,204.88,6.42
266,3479,7,1,19.75,17.51
267,2657,77,3,92.26,22.91
268,1122,82,4,54.04,0.25
269,290,95,1,92.68,24.68
270,2830,22,3,91.81,13.94
271,2210,78,5,91.8,13.89
272,4813,82,1,80.86,13.03
273,1401,145,1,192.17,20.76
274,567,19,4,173.98,6.28
275,1474,95,4,88.66,18.2
276,1988,39,5,40.89,1.32
277,3788,117,1,131.98,24.34
278,3866,36,4,230.12,24.46
279,3261,15,3,35.27,9.36
280,3548,191,1,189.49,3.16
281,3252,157,3,151.85,22.43
282,1717,60,2,149.2,14.11
283,1013,184,5,233.99,27.75
284,1311,168,4,239.21,10.6
285,4571,144,2,64.74,25.25
286,618,161,4,203.08,0.76
287,4737,89,2,157.1,23.18
288,4258,16,4,105.17,20.35
289,1983,158,5,168.08,15.79
290,2229,98,1,239.21,27.31
291,4821,194,3,131.63,28.26
292,469,104,2,235.32,27.89
293,4117,44,3,162.51,17.93
294,4356,166,3,123.31,15.58
295,1140,51,4,162.82,8.07
296,1437,188,1,152.62,4.86
297,537,18,4,108.32,16.71
298,952,5,3,142.8,4.45
299,2814,168,5,177.3,5.16
300,3007,6,1,210.52,10.7
301,3995,76,1,79.56,5.6
302,1841,115,3,8.59,15.05
303,851,12,4,140.05,19.91
304,1972,12,5,124.87,20.94
305,1192,73,2,18.28,15.98
306,3921,106,4,159.96,15.65
307,4629,150,1,235.64,14.24
308,2063,49,4,103.55,7.36
309,3047,178,2,224.12,19.63
310,4400,4,5,204.21,19.71
311,3559,178,5,44.62,7.67
312,4512,3,2,197.88,21.02
313,305,144,2,131.59,25.74
314,4909,14,3,230.06,17.84
315,2848,64,1,51.41,3.53
316,2436,120,3,35.64,9.82
317,2805,169,4,64.11,2.78
318,1985,68,2,19.61,9.06
319,3937,59,3,83.42,6.36
320,713,130,1,74.34,16.64
321,2896,119,1,106.97,12.71
322,1682,10,2,118.43,21.68
323,1334,75,3,40.46,10.89
324,3199,90,5,156.75,4.64
325,175,101,2,59.77,7.08
326,3206,154,4,34.87,16.37
327,1417,132,3,178.66,13.5
328,1988,28,3,10.57,1.28
329,4854,130,2,95.25,6.3
330,1773,66,3,40.38,8.9
331,4267,144,3,221.28,21.76
332,1075,124,4,206.99,21.91
333,4761,57,4,19.83,20.94
334,592,151,5,139.86,24.55
335,2979,151,4,77.36,26.22
336,3983,21,5,52.17,2.13
337,2411,103,4,81.33,14.79
338,848,153,5,204.89,4.47
339,494,58,4,19.17,10.62
340,546,37,4,163.82,19.9
341,5000,177,2,228.78,18.05
342,2287,143,4,114.77,3.86
343,2698,156,5,225.87,22.71
344,3838,195,2,227.17,23.61
345,1541,132,5,154.35,4.18
346,884,47,4,116.68,18.47
347,3957,178,4,185.73,28.36
348,3095,188,5,229.47,2.82
349,2366,190,3,171.61,4.94
350,3348,195,2,56.35,22.97
351,3072,103,2,205.91,10.11
352,3676,72,4,238.13,28.67
353,4716,171,2,105.52,18.73
354,953,89,5,175.91,14.5
355,3301,58,4,131.95,10.13
356,3736,105,2,32.44,7.17
357,3180,180,1,90.71,19.5
358,2964,69,2,45.14,17.76
359,4028,46,5,170.03,10.74
360,3248,153,2,147.61,27.53
361,4416,25,3,13.22,22.85
362,3358,121,3,20.09,7.8
363,4972,35,4,68.89,28.3
364,4849,189,3,187.49,22.67
365,2705,15,5,36.07,26.91
366,1038,106,1,55.17,4.09
367,71,128,1,227.37,0.99
368,2875,74,4,138.8,14.79
369,106,88,4,157.11,13.44
370,770,163,3,116.66,26.09
371,2010,29,5,78.44,5.16
372,2941,38,3,66.04,0.71
373,2193,197,5,149.36,15.88
374,3496,24,5,120.39,5.33
375,4312,19,1,103.74,1.49
376,4356,174,5,175.12,0.67
377,934,49,2,104.02,4.27
378,575,44,5,14.0,11.28
379,3931,154,1,210.72,26.52
380,4381,153,3,83.01,22.82
381,4088,35,5,236.87,15.91
382,2532,164,2,220.49,12.91
383,2420,142,4,62.31,13.67
384,70,56,3,241.54,26.54
385,4475,134,4,214.12,21.74
386,1303,32,2,246.33,5.16
387,3815,26,1,171.1,28.19
388,2350,143,1,233.03,23.19
389,255,177,3,174.07,1.02
390,1708,56,5,214.5,15.07
391,4788,37,5,154.56,19.58
392,834,125,4,232.65,1.83
393,2765,53,1,131.93,10.59
394,2472,186,5,185.46,19.45
395,3743,101,5,229.66,24.48
396,2036,78,1,108.49,29.31
397,1968,36,1,11.47,3.65
398,100,101,2,32.7,18.97
399,1853,11,4,243.12,26.78
400,3184,27,1,218.93,21.51
401,2356,2,2,123.44,18.97
402,112,22,1,240.42,6.43
403,3159,66,3,50.47,24.46
404,183,112,3,32.19,16.87
405,3853,17,3,152.35,3.34
406,165,132,1,98.62,28.07
407,2138,14,5,88.24,29.65
408,2024,7,5,184.87,16.13
409,455,79,3,41.75,23.29
410,2286,144,4,195.72,17.5
411,4823,104,2,93.07,12.67
412,542,194,3,246.75,12.27
413,2666,147,2,203.14,28.93
414,2450,1,2,163.32,11.06
415,4938,31,3,61.21,14.71
416,3934,128,5,239.32,7.45
417,2887,132,4,13.06,7.6
418,4615,91,3,59.72,10.69
419,4293,58,2,14.01,27.74
420,3905,56,1,241.8,11.9
421,1689,181,1,218.51,16.57
422,1638,43,2,238.27,16.37
423,4729,74,3,180.18,17.49
424,4671,49,5,11.72,24.6
425,4083,112,3,233.22,27.04
426,1891,108,4,108.13,6.26
427,3206,60,1,95.21,25.81
428,478,94,2,74.61,16.43
429,2367,144,5,75.27,27.73
430,2527,73,3,201.15,27.48
431,367,99,4,67.81,11.68
432,1837,188,3,59.43,19.56
433,1716,114,4,176.01,26.14
434,13,175,3,75.43,11.54
435,536,15,5,8.22,1.31
436,3240,63,5,233.28,10.79
437,2318,28,2,81.82,10.96
438,4043,148,5,192.27,24.2
439,376,191,4,119.9,9.29
440,1725,161,2,37.85,26.82
441,257,36,5,167.17,16.46
442,2265,125,1,61.73,17.58
443,450,141,4,75.54,24.21
444,894,62,2,12.94,4.04
445,3213,196,4,9.02,0.54
446,1185,151,2,130.84,1.7
447,3224,200,4,19.16,0.92
448,1309,13,1,56.31,21.0
449,4706,88,5,231.33,7.35
450,917,40,3,25.3,25.72
451,148,158,3,76.24,26.49
452,4752,124,3,183.0,10.68
453,2115,25,2,221.66,5.84
454,4017,154,5,16.32,14.96
455,3941,24,2,50.43,24.47
456,4072,97,2,100.03,20.55
457,2796,39,2,93.44,0.77
458,443,109,2,75.69,0.21
459,2945,61,5,64.37,3.41
460,3937,177,3,70.82,10.1
461,399,169,4,37.69,16.11
462,1152,198,2,45.02,24.53
463,3793,20,5,153.66,4.28
464,2996,172,1,76.59,4.57
465,2217,16,4,102.92,25.91
466,1708,149,2,105.93,27.72
467,3332,15,2,31.89,16.54
468,1988,167,4,205.78,23.55
469,4603,42,4,239.31,10.28
470,2569,189,2,69.57,28.39
471,161,4,5,77.13,27.15
472,4436,152,1,174.82,25.49
473,3905,131,5,24.74,0.39
474,3574,114,3,227.29,15.7
475,3178,129,3,34.54,0.8
476,1826,141,3,184.36,20.32
477,3925,54,2,76.42,5.5
478,1624,82,1,84.2,19.18
479,1177,40,1,39.51,2.94
480,4919,127,2,163.35,22.7
481,3721,139,2,199.77,21.79
482,4881,42,2,237.81,0.14
483,3221,93,1,86.23,23.76
484,3260,4,2,157.19,4.91
485,131,25,4,106.67,3.28
486,3563,100,4,141.67,15.01
487,1500,164,4,44.92,17.7
488,2789,192,2,147.53,3.09
489,4877,125,4,213.03,9.14
490,3709,172,2,216.6,12.23
491,1708,40,4,123.43,28.31
492,1770,92,2,62.76,7.54
493,1319,173,5,209.99,7.81
494,3380,136,3,249.86,19.78
495,2774,85,5,97.4,21.81
496,2991,35,3,231.47,0.32
497,3045,172,3,245.95,4.02
498,376,146,4,101.93,10.73
499,3037,47,3,180.49,18.96
500,661,153,3,147.37,4.02
501,1404,169,5,181.94,10.71
502,741,5,3,42.77,2.41
503,304,192,2,94.85,17.13
504,1086,190,2,20.39,12.79
505,4882,125,4,155.24,23.64
506,3180,111,5,232.04,17.22
507,1211,72,1,142.27,19.77
508,3035,87,5,22.23,20.13
509,229,3,1,232.94,17.69
510,3120,165,3,37.58,0.48
511,1855,93,1,221.32,24.96
512,268,41,3,179.99,27.5
513,2775,148,5,160.91,16.03
514,2850,195,5,148.78,3.36
515,4350,87,4,37.13,19.64
516,4966,168,4,127.71,10.91
517,2135,85,3,53.19,2.2
518,3460,136,3,145.09,25.63
519,2270,133,2,114.6,21.35
520,990,25,2,171.52,24.14
521,4493,39,2,245.71,23.88
522,938,165,5,93.45,10.73
523,440,125,1,156.09,14.47
524,2359,105,3,216.78,7.01
525,2008,5,4,27.77,22.65
526,3346,136,3,201.06,15.72
527,4131,4,1,63.66,19.5
528,4817,169,3,137.37,10.7
529,3744,60,4,247.92,20.38
530,519,54,4,246.09,20.14
531,269,150,1,82.37,23.1
532,4734,78,4,37.28,4.66
533,4186,19,5,234.86,18.71
534,1389,99,4,223.91,26.38
535,1695,68,1,155.93,2.82
536,3274,33,1,12.94,28.82
537,1390,150,3,189.06,6.23
538,3866,193,4,44.41,28.1
539,3030,139,4,236.04,26.04
540,2336,16,1,111.61,23.11
541,3675,196,3,155.7,6.28
542,4577,127,3,73.86,6.49
543,501,93,5,121.39,7.78
544,1662,44,5,189.89,24.31
545,2100,9,1,125.54,5.63
546,103,200,3,212.56,17.43
547,2747,78,3,179.69,23.33
548,3277,79,5,23.95,13.82
549,3086,190,5,153.67,25.22
550,3538,86,1,155.09,16.86
551,1328,15,3,98.32,17.85
552,2475,6,1,84.07,20.3
553,1680,1,5,20.41,25.38
554,3747,20,4,114.31,0.14
555,2563,164,5,87.47,11.78
556,4164,130,3,238.01,28.89
557,3318,70,1,170.17,2.96
558,2437,2,3,117.72,7.0
559,308,131,5,189.88,17.13
560,3997,7,5,195.8,25.74
561,1090,84,2,122.71,2.92
562,4556,192,5,23.56,0.12
563,2395,169,3,196.24,20.61
564,4005,54,1,27.12,17.92
565,667,41,1,212.64,8.13
566,4164,115,2,86.87,28.73
567,2235,133,3,161.37,16.77
568,1237,102,5,186.4,19.9
569,1624,82,4,13.62,11.36
570,1375,63,1,99.23,27.65
571,3312,1,3,153.02,8.28
572,177,25,2,212.8,22.46
573,1354,174,4,180.85,3.5
574,2929,143,3,224.55,16.13
575,626,197,5,25.27,17.33
576,2655,145,1,22.6,5.65
577,3609,149,5,179.81,9.71
578,3716,181,2,102.64,5.36
579,4275,55,1,123.0,25.35
580,395,107,4,153.06,19.72
581,1169,138,1,246.56,13.39
582,4972,185,5,21.46,16.68
583,198,65,3,31.68,10.32
584,969,37,3,208.18,12.86
585,3909,112,3,10.03,18.58
586,3156,7,2,115.36,6.34
587,4765,76,2,194.66,4.02
588,2505,40,3,52.84,28.33
589,1277,178,4,50.82,7.11
590,4168,1,5,81.01,14.86
591,4319,148,4,41.75,22.85
592,1270,108,3,171.25,16.68
593,1365,159,5,54.03,19.05
594,924,68,2,60.58,4.9
595,471,12,1,145.86,11.85
596,3017,150,1,242.0,20.71
597,2055,129,5,228.9,6.29
598,4284,126,4,216.8,14.51
599,2052,1,5,135.08,17.68
600,2955,131,4,77.95,23.68
601,1149,117,4,177.91,6.49
602,3087,149,1,100.45,29.34
603,960,13,2,195.59,29.02
604,630,189,3,8.97,0.37
605,775,141,2,134.74,11.04
606,360,105,3,87.65,2.04
607,518,161,1,66.02,9.52
608,1344,134,3,167.15,18.21
609,1970,25,4,166.3,18.26
610,3228,151,5,14.08,2.9
611,2900,88,3,237.19,20.31
612,935,101,2,93.65,25.39
613,1987,26,1,229.76,18.93
614,4997,132,1,148.01,9.3
615,377,102,5,164.88,0.07
616,3561,163,4,240.33,19.45
617,1775,100,4,206.44,20.33
618,1506,25,1,39.31,21.26
619,2655,148,4,6.28,1.18
620,1011,1,5,80.6,15.49
621,3478,94,1,124.69,12.4
622,1231,68,4,184.38,23.02
623,1178,23,3,166.96,21.68
624,3858,106,3,81.65,28.52
625,2096,150,4,137.79,26.93
626,1673,95,3,164.48,16.74
627,1929,62,5,130.87,29.41
628,3840,129,2,173.8,4.51
629,3179,187,5,123.88,0.21
630,4269,68,5,134.77,3.23
631,2554,147,4,235.49,10.65
632,2446,30,5,100.34,22.66
633,4390,129,4,190.15,11.49
634,552,48,1,87.0,23.42
635,2898,19,4,86.3,22.28
636,1040,127,4,232.03,23.83
637,885,180,1,176.17,5.62
638,3052,150,2,232.59,15.48
639,4230,50,1,248.67,21.38
640,4867,194,4,5.05,8.53
641,3598,134,3,245.87,25.14
642,2556,192,4,29.71,23.38
643,1090,149,1,22.25,3.6
644,4576,147,4,193.11,6.54
645,4959,165,1,90.8,7.12
646,459,63,5,229.86,26.35
647,4722,157,2,138.4,5.6
648,4255,188,2,99.6,18.66
649,2008,162,1,22.99,1.95
650,1921,129,2,118.84,16.58
651,4528,48,3,73.08,4.24
652,1004,89,3,23.77,17.26
653,3084,127,2,169.25,11.03
654,2115,149,1,244.45,18.17
655,2590,162,3,97.83,11.83
656,2144,154,2,77.83,25.63
657,4311,36,4,27.04,22.71
658,2242,151,3,59.67,25.34
659,4981,81,5,74.82,6.66
660,2087,47,3,89.32,4.46
661,939,172,2,160.32,16.72
662,4302,148,2,33.14,26.18
663,3971,27,2,19.31,3.32
664,4000,189,1,232.99,7.02
665,4651,165,1,200.8,22.38
666,3409,52,4,73.16,13.96
667,771,75,4,161.5,18.1
668,249,92,3,150.16,17.75
669,373,62,2,187.04,12.37
670,2927,66,4,215.53,21.17
671,3858,152,2,92.65,25.57
672,4931,80,3,166.9,27.23
673,702,140,1,201.5,1.39
674,2186,144,4,176.33,16.61
675,942,164,5,230.92,1.21
676,3915,130,5,126.2,27.03
677,794,190,5,201.65,12.88
678,678,64,5,227.89,27.02
679,1562,29,5,141.48,5.63
680,4054,87,5,9.24,4.87
681,453,96,5,205.41,27.25
682,2467,31,4,212.28,28.15
683,3657,83,5,102.96,23.0
684,4147,143,5,61.12,6.66
685,3755,183,3,244.65,5.16
686,210,33,4,140.15,22.44
687,4984,180,3,131.46,19.04
688,1927,100,2,236.79,26.16
689,4946,148,5,104.98,8.3
690,3967,73,1,212.79,8.86
691,1878,166,5,176.66,21.95
692,627,131,5,242.09,8.04
693,2727,182,3,110.02,13.87
694,1459,194,2,227.37,15.6
695,2825,18,3,144.38,20.08
696,1251,126,4,121.59,10.33
697,4759,7,2,79.89,25.75
698,4364,163,2,140.41,12.07
699,2164,124,2,145.28,1.24
700,1624,114,3,225.11,2.01
701,1854,84,5,177.5,29.15
702,754,84,5,207.49,18.66
703,1869,83,5,193.44,14.73
704,182,105,5,72.78,26.09
705,1514,102,5,55.42,21.51
706,903,93,4,68.33,5.44
707,3345,60,1,40.91,0.22
708,3454,102,2,99.56,29.46
709,3608,24,1,165.21,18.88
710,2557,109,4,136.56,14.31
711,2140,167,5,171.41,28.34
712,4245,140,4,92.24,11.08
713,2165,94,4,55.29,21.68
714,2613,181,1,54.68,20.1
715,2022,64,2,152.21,20.31
716,2822,4,3,45.25,20.31
717,2282,94,3,102.31,0.31
718,1571,133,2,57.14,24.73
719,1973,16,5,167.38,27.69
720,3987,27,4,155.78,13.48
721,2245,132,5,98.38,16.81
722,2443,72,4,36.54,9.74
723,714,48,3,56.9,23.55
724,3546,136,2,120.69,22.1
725,223,81,1,243.16,22.16
726,864,174,1,71.34,22.05
727,4626,44,2,51.84,6.56
728,1426,195,3,59.07,3.38
729,2305,52,4,178.49,9.32
730,654,34,1,229.1,17.26
731,1160,190,3,23.42,11.99
732,1843,21,2,188.58,7.48
733,444,24,5,126.18,0.67
734,2466,44,3,207.17,3.63
735,4670,114,3,108.27,3.16
736,4437,169,5,6.28,28.7
737,2858,157,3,172.29,23.36
738,1281,103,1,202.95,3.68
739,3040,134,1,226.0,14.02
740,3796,56,1,144.42,19.63
741,3638,14,3,34.9,28.83
742,3759,178,3,95.61,8.07
743,100,101,3,197.14,7.92
744,2087,180,2,126.13,17.05
745,2311,1,5,176.31,25.72
746,4246,12,3,6.15,8.39
747,2738,115,5,22.89,3.77
748,1608,106,4,171.89,7.98
749,2954,152,1,76.1,13.47
750,3982,37,2,100.11,10.8
751,3195,198,5,162.32,25.84
752,4340,3,1,32.44,28.29
753,4683,155,2,209.01,11.35
754,3093,53,1,40.39,24.7
755,2963,100,3,184.65,2.06
756,2663,17,3,76.72,16.61
757,856,113,1,68.69,24.95
758,2147,110,2,206.21,12.56
759,4926,143,1,140.29,4.3
760,1387,167,4,55.35,8.52
761,1717,4,2,5.62,14.76
762,4152,145,2,243.39,25.3
763,1726,139,1,110.69,22.46
764,1954,12,5,102.37,2.51
765,185,32,1,17.33,16.38
766,522,155,5,224.13,26.17
767,2312,172,2,39.44,17.31
768,1249,43,3,87.19,1.95
769,1659,177,3,108.17,24.69
770,1003,104,1,203.48,27.2
771,3228,93,5,93.07,11.68
772,3139,43,1,135.21,9.3
773,1929,131,4,110.04,16.3
774,394,157,1,81.4,29.52
775,1618,85,1,236.84,25.12
776,3642,35,1,200.23,24.33
777,661,117,1,47.72,5.79
778,4165,176,5,140.9,26.85
779,320,167,5,200.16,16.68
780,2225,152,5,147.05,27.51
781,584,20,4,125.98,19.55
782,3601,143,4,22.65,25.03
783,582,85,1,30.99,4.97
784,3697,117,5,65.08,21.2
785,1768,106,4,130.78,7.72
786,1557,146,3,246.89,5.07
787,1799,188,1,201.56,17.22
788,4207,105,2,31.96,18.08
789,999,93,5,180.73,14.72
790,758,41,1,203.57,2.67
791,283,100,1,106.49,7.34
792,4897,69,2,85.89,7.06
793,131,106,3,148.23,9.41
794,1294,139,4,132.19,18.84
795,61,184,4,69.98,13.14
796,2212,146,2,102.36,29.05
797,1549,140,2,138.39,0.48
798,4368,144,4,147.08,6.48
799,1782,27,3,135.28,17.2
800,38,100,3,212.3,26.38
801,3632,145,1,12.78,1.02
802,2665,85,2,86.58,26.51
803,474,119,2,188.71,15.22
804,59,31,2,164.69,23.56
805,2637,109,4,229.98,28.46
806,2615,163,4,149.07,6.46
807,2615,27,4,161.35,17.64
808,5000,87,3,177.71,26.51
809,4479,160,4,50.62,25.33
810,1412,17,1,189.54,15.63
811,85,11,4,78.47,28.48
812,1534,129,3,109.0,21.25
813,3798,82,2,8.43,15.72
814,2675,49,1,211.67,1.74
815,2874,41,3,238.61,14.62
816,3121,20,5,19.75,12.66
817,1091,71,2,160.62,9.16
818,2835,37,4,240.39,28.29
819,4225,126,3,153.69,27.77
820,2077,144,5,200.5,10.12
821,3191,39,3,33.94,13.07
822,4788,109,4,64.99,22.55
823,4229,173,3,89.71,25.05
824,1209,64,5,245.39,3.3
825,3578,175,3,196.54,14.72
826,4742,23,1,221.99,27.44
827,2582,32,1,124.33,19.94
828,3788,177,4,180.62,16.29
829,516,123,5,184.23,21.54
830,2213,19,5,144.39,19.84
